sql,label
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id<8",108291310961
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year>2004 AND mi_idx.info_type_id<101 AND mk.keyword_id<44523",36222852
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1946",440186
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<3002411,29688397
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>1021231 AND ci.role_id<10 AND mi.info_type_id=2",38082448
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<2005",6951968
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<2012 AND mk.keyword_id=14698",38
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id>8 AND mk.keyword_id>10225",60614648
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year=1979 AND mc.company_id>8488 AND ci.person_id>1502694 AND ci.role_id>1 AND mi.info_type_id=8 AND mi_idx.info_type_id=101",84804
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND ci.person_id<2894607 AND mi.info_type_id<2",3056510643
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=1970 AND mi_idx.info_type_id>100 AND mk.keyword_id>54529",1613
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>1998 AND mi.info_type_id>103",363871
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND mc.company_id>2561 AND ci.person_id>607862 AND ci.role_id<2 AND mk.keyword_id<1724",107808154
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND ci.role_id<4 AND mi.info_type_id>4",12318091961
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id>2861977 AND ci.role_id=8",3927958
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND ci.person_id<1855596 AND mk.keyword_id>7024",140436498
SELECT COUNT(*) FROM cast_info ci WHERE ci.role_id<8,28808107
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_type_id<2 AND mi_idx.info_type_id>99 AND mk.keyword_id>845",44243491
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mi.info_type_id=6 AND mi_idx.info_type_id>99",15358920
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<3157904 AND mi_idx.info_type_id=99",11460602
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_type_id=1 AND mi_idx.info_type_id<101 AND mk.keyword_id=74852",27378
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>7677",1526625
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7",9202049281
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year<2005 AND ci.person_id<2537845 AND ci.role_id=1 AND mk.keyword_id=7633",717716
SELECT COUNT(*) FROM title t WHERE t.kind_id>4 AND t.production_year<2005,747613
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id>15",121680445
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<241,396930
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND ci.person_id>813072 AND ci.role_id=1 AND mi_idx.info_type_id=99",885081741
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=3374181 AND ci.role_id>2,1
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id=39091",28
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>820744 AND ci.role_id<9,22605471
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year<1952 AND mk.keyword_id=137",3461
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>89250,340301
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>3 AND t.production_year>2006 AND mi_idx.info_type_id=99",52749
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2012 AND mc.company_id>65820 AND mc.company_type_id>1",30764058
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<18965,1667568
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_type_id=2,1334883
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2011 AND ci.person_id>2989235",56992293
"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<1994 AND mc.company_id<14821",728512
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year<1967 AND mi.info_type_id>4",43289689
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<11385 AND mc.company_type_id>1,432142
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year<1990",11847782
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_id>11203 AND mc.company_type_id=2 AND mi.info_type_id=8 AND mi_idx.info_type_id=101 AND mk.keyword_id=52288",24
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2004 AND mk.keyword_id<4297",687170
SELECT COUNT(*) FROM cast_info ci WHERE ci.role_id>2,16121683
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mi.info_type_id<4",151500369
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2007 AND mc.company_id<91092 AND mc.company_type_id=1",344882
"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>1984 AND mc.company_id<7179 AND mc.company_type_id=2",221798
SELECT COUNT(*) FROM movie_info mi WHERE mi.info_type_id=16,3036719
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=1990 AND mc.company_type_id<2 AND mi_idx.info_type_id=100",299494
SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>3365,2576640
"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.person_id<571794 AND ci.role_id<2 AND mk.keyword_id<7820",16159297
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND ci.person_id<3326509 AND ci.role_id<2 AND mi.info_type_id<16",28697712
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=100",6930334
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<1953 AND ci.person_id>335383 AND ci.role_id=5 AND mi_idx.info_type_id>99 AND mk.keyword_id>6898",3212
"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<2681287 AND ci.role_id=1",12670688
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id=1118",124927
SELECT COUNT(*) FROM movie_info mi WHERE mi.info_type_id=2,1288928
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7",954317
SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=4964,1068
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=81280 AND mc.company_type_id>1,6
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_id>34 AND mc.company_type_id<2 AND mi_idx.info_type_id>99 AND mk.keyword_id<335",502001560
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>20319",931394
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>10585,1415641
SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=16141,1768
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mi_idx.info_type_id=99",31857545
"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=2000 AND ci.person_id<2338395",3436506
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<4 AND ci.person_id<1554285 AND ci.role_id<3",177680094
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2007",115854
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mc.company_id<52087 AND ci.person_id<158834 AND ci.role_id>1",109819837
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id>100",242786845
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=6 AND mc.company_type_id>1,6578
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND ci.person_id>1187578 AND ci.role_id<11",10068462
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_type_id=2 AND mi.info_type_id=8 AND mi_idx.info_type_id<100",12033433
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mi_idx.info_type_id<100",200542501
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id",235420417
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=3 AND t.production_year<1960 AND ci.role_id>2 AND mi.info_type_id>2",46899
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id=99",459925
SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>261,4200194
"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id",36244344
"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=33156",763
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>315",4169130
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2012 AND ci.person_id<441861",25626
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND mi.info_type_id=16",1394915
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id>4 AND mk.keyword_id=51157",45071
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND ci.role_id=3",43343044
"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year<1984 AND mc.company_id=1129",735
"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<7511",2678174
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_type_id>1,1334883
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND ci.person_id<2887164 AND ci.role_id>1 AND mi_idx.info_type_id=100",144474509
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>2814165,8770614
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year<2013 AND mc.company_id<4226 AND mc.company_type_id=2 AND mk.keyword_id=2198",149
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.production_year<2012 AND mi_idx.info_type_id=101",436710
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND mi.info_type_id<2",802140
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=1 AND t.production_year<1995 AND mc.company_id>1736 AND mi_idx.info_type_id>99",26591968
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND ci.person_id=1675060 AND ci.role_id=1",2
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<7 AND t.production_year>2007 AND mi.info_type_id>8",943298
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=16041 AND mc.company_type_id=1,176
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id>2 AND mi.info_type_id=2",1226219
"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>2005",829639
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2006 AND mc.company_id=19 AND ci.person_id<493729 AND ci.role_id=1",24879
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND ci.person_id<1015782 AND ci.role_id<2 AND mi.info_type_id<16",6901212690
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<101",115968104
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id<217207 AND mc.company_type_id=1 AND mk.keyword_id>10495",9094502
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year<1984 AND mi_idx.info_type_id>101",120
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year<2008",10216806
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND mc.company_id=21738 AND mc.company_type_id=1",42
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id<3 AND mk.keyword_id<7637",48515468
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1977 AND mi.info_type_id<4",1644741
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_id>33285 AND mc.company_type_id>1 AND mi.info_type_id<13 AND mk.keyword_id>3921",182347075
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>3 AND t.production_year=2007 AND mc.company_id<6 AND mi.info_type_id>16",211
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND mc.company_id>6227 AND mc.company_type_id>1",782709780
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<1139765 AND ci.role_id=4,813698
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=2 AND mi_idx.info_type_id=100",498621
SELECT COUNT(*) FROM movie_info mi WHERE mi.info_type_id=7,1401902
SELECT COUNT(*) FROM title t WHERE t.production_year=1984,16571
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=2004 AND mi_idx.info_type_id=100 AND mk.keyword_id=57196",1
SELECT COUNT(*) FROM movie_info mi WHERE mi.info_type_id=5,486554
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2008 AND ci.person_id>2289189 AND mi.info_type_id=5",410328
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<1886",27039480
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1996 AND ci.person_id>2375987 AND ci.role_id=3 AND mi.info_type_id<17 AND mi_idx.info_type_id<101",5500892
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND mi.info_type_id>5 AND mi_idx.info_type_id<101",1866714
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND mc.company_id<708 AND ci.person_id<3036144 AND ci.role_id>3",236669097
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2011",14848189
"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year>1984 AND mc.company_type_id=1",785208
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<3 AND mc.company_type_id<2 AND mk.keyword_id<1535",2675867885
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1",7246866
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<1948",1835628
SELECT COUNT(*) FROM movie_info_idx mi_idx WHERE mi_idx.info_type_id>101,260
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1984",23512458
SELECT COUNT(*) FROM movie_info mi WHERE mi.info_type_id=4,1298989
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year<1960 AND mi.info_type_id<5 AND mk.keyword_id<2346",1333985
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id>2488",141280828
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND mc.company_id=26870 AND mi_idx.info_type_id>100 AND mk.keyword_id>12102",41554
"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND ci.person_id<463537 AND mi.info_type_id>16 AND mi_idx.info_type_id<101 AND mk.keyword_id<16037",1962041614
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year=2010",378799
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>2911291 AND ci.role_id>4,5637455
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2002",2055671
"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id",34863638
"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=1749",347649
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=18737,29
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_type_id<2,1274246
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND mi_idx.info_type_id>100",460185
"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2004 AND mi_idx.info_type_id=99",259361
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND mc.company_type_id=2 AND ci.person_id>990535 AND ci.role_id=2 AND mi_idx.info_type_id=101",10919218
SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>398,3957660
"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci,movie_info mi,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2010 AND ci.person_id<614751 AND mi.info_type_id<16 AND mi_idx.info_type_id<100",30826466
"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year>2003 AND mi.info_type_id<8",2591194
SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<2609,877826
SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=1114,992
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>1 AND mi_idx.info_type_id<100",250045
SELECT COUNT(*) FROM movie_info mi WHERE mi.info_type_id<13,8786582
"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2010 AND mk.keyword_id<2849",102118
SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=983649 AND ci.role_id>2,127
